Transaction_ID,Customer_ID,Transaction_Date,Transaction_Time,Transaction_Type,Amount_NGN,Channel,Device_Type,Location,International_Transaction,Transaction_Status,Risk_Review_Flag
FT-T009849,FT-C00251,3/15/2026,8:47:00 PM,Transfer,242326,Mobile App,Android,Enugu,No,Successful,No
FT-T009850,FT-C01109,3/15/2026,8:58:00 PM,Bill Payment,4340,ATM,Web Browser,Lagos,No,Failed,No
FT-T009851,FT-C00319,3/15/2026,9:08:00 PM,Transfer,190539,Web,Android,Ibadan,No,Successful,No
FT-T009852,FT-C00193,3/15/2026,9:19:00 PM,Deposit,496540,POS,iOS,Ibadan,No,Successful,No
FT-T009853,FT-C00937,3/15/2026,9:30:00 PM,Deposit,4751,Mobile App,Android,Enugu,No,Successful,No
FT-T009854,FT-C00601,3/15/2026,9:41:00 PM,Card Purchase,320,Web,Android,Lagos,No,Successful,No
FT-T009855,FT-C00607,3/15/2026,9:52:00 PM,Card Purchase,34022,Mobile App,POS Terminal,Kaduna,No,Successful,No
FT-T009856,FT-C01324,3/15/2026,10:02:00 PM,Cash Withdrawal,24459,Mobile App,iOS,Port Harcourt,No,Successful,Yes
FT-T009857,FT-C01382,3/15/2026,10:13:00 PM,Deposit,9720,POS,Web Browser,Kano,No,Successful,No
FT-T009858,FT-C00765,3/15/2026,10:24:00 PM,Transfer,6095,Mobile App,Android,Kaduna,No,Successful,Yes
FT-T009859,FT-C01477,3/15/2026,10:35:00 PM,Airtime/Data,165,Mobile App,Android,Enugu,No,Successful,No
FT-T009860,FT-C00885,3/15/2026,10:46:00 PM,Cash Withdrawal,122678,Mobile App,Android,Benin City,No,Successful,No
FT-T009861,FT-C00991,3/15/2026,10:56:00 PM,Card Purchase,1411,POS,Android,Ibadan,No,Successful,No
FT-T009862,FT-C00506,3/15/2026,11:07:00 PM,Card Purchase,558,ATM,Android,Enugu,No,Successful,No
FT-T009863,FT-C00065,3/15/2026,11:18:00 PM,Card Purchase,43932,POS,iOS,Port Harcourt,No,Successful,No
FT-T009864,FT-C00222,3/15/2026,11:29:00 PM,Card Purchase,6679,Mobile App,Web Browser,Enugu,No,Successful,No
FT-T009865,FT-C00466,3/15/2026,11:40:00 PM,Cash Withdrawal,67512,Web,iOS,Abuja,No,Successful,No
FT-T009866,FT-C00072,3/15/2026,11:50:00 PM,Transfer,230849,Web,Android,Ibadan,No,Successful,Yes
FT-T009867,FT-C00888,3/16/2026,12:01:00 AM,Transfer,6728,POS,Web Browser,Kaduna,No,Successful,Yes
FT-T009868,FT-C00474,3/16/2026,12:12:00 AM,Transfer,724,POS,iOS,Kaduna,No,Successful,No
FT-T009869,FT-C00655,3/16/2026,12:23:00 AM,Card Purchase,1516,Mobile App,iOS,Lagos,No,Successful,No
FT-T009870,FT-C00019,3/16/2026,12:34:00 AM,Card Purchase,416,Web,Android,Abuja,No,Successful,Yes
FT-T009871,FT-C00522,3/16/2026,12:44:00 AM,Bill Payment,1102,Mobile App,POS Terminal,Abuja,No,Successful,Yes
FT-T009872,FT-C00784,3/16/2026,12:55:00 AM,Transfer,161052,Web,Android,Kano,No,Successful,No
FT-T009873,FT-C00415,3/16/2026,1:06:00 AM,Transfer,302102,ATM,Android,Enugu,No,Successful,No
FT-T009874,FT-C00364,3/16/2026,1:17:00 AM,Transfer,49973,Mobile App,iOS,Port Harcourt,Yes,Successful,Yes
FT-T009875,FT-C00528,3/16/2026,1:28:00 AM,Transfer,72602,Mobile App,Android,Kano,No,Successful,Yes
FT-T009876,FT-C01104,3/16/2026,1:38:00 AM,Transfer,72436,Mobile App,Android,Abuja,No,Successful,No
FT-T009877,FT-C00796,3/16/2026,1:49:00 AM,Deposit,2244,POS,ATM Terminal,Kano,No,Successful,No
FT-T009878,FT-C01214,3/16/2026,2:00:00 AM,Bill Payment,642,USSD,ATM Terminal,Enugu,No,Successful,No
FT-T009879,FT-C01172,3/16/2026,2:11:00 AM,Airtime/Data,7673,Mobile App,Android,Lagos,No,Failed,Yes
FT-T009880,FT-C00443,3/16/2026,2:22:00 AM,Transfer,645,Mobile App,iOS,Ibadan,No,Successful,No
FT-T009881,FT-C00265,3/16/2026,2:32:00 AM,Deposit,203949,Mobile App,Android,Lagos,No,Successful,No
FT-T009882,FT-C00650,3/16/2026,2:43:00 AM,Bill Payment,11460,Mobile App,Android,Enugu,No,Successful,No
FT-T009883,FT-C00509,3/16/2026,2:54:00 AM,Cash Withdrawal,1872,Mobile App,ATM Terminal,Abuja,No,Successful,No
FT-T009884,FT-C01325,3/16/2026,3:05:00 AM,Card Purchase,20358,Mobile App,iOS,Kaduna,No,Successful,No
FT-T009885,FT-C00466,3/16/2026,3:16:00 AM,Card Purchase,14506,POS,POS Terminal,Kano,No,Successful,No
FT-T009886,FT-C00365,3/16/2026,3:26:00 AM,Deposit,11766,Web,iOS,Kaduna,No,Successful,No
FT-T009887,FT-C01423,3/16/2026,3:37:00 AM,Bill Payment,38069,Mobile App,ATM Terminal,Port Harcourt,No,Successful,No
FT-T009888,FT-C00493,3/16/2026,3:48:00 AM,Bill Payment,2511,Mobile App,iOS,Port Harcourt,No,Successful,No
FT-T009889,FT-C00542,3/16/2026,3:59:00 AM,Transfer,6537,Web,iOS,Abuja,No,Successful,No
FT-T009890,FT-C01192,3/16/2026,4:10:00 AM,Transfer,57143,Mobile App,iOS,Enugu,No,Successful,No
FT-T009891,FT-C01115,3/16/2026,4:20:00 AM,Airtime/Data,10708,Web,POS Terminal,Benin City,No,Successful,Yes
FT-T009892,FT-C00723,3/16/2026,4:31:00 AM,Card Purchase,1726,Mobile App,Android,Ibadan,No,Successful,Yes
FT-T009893,FT-C00842,3/16/2026,4:42:00 AM,Bill Payment,547,POS,iOS,Enugu,No,Successful,Yes
FT-T009894,FT-C00300,3/16/2026,4:53:00 AM,Card Purchase,927,Mobile App,Android,Kano,No,Successful,No
FT-T009895,FT-C00174,3/16/2026,5:04:00 AM,Bill Payment,2016,ATM,iOS,Lagos,No,Successful,No
FT-T009896,FT-C00646,3/16/2026,5:14:00 AM,Transfer,235820,POS,iOS,Lagos,No,Successful,Yes
FT-T009897,FT-C01397,3/16/2026,5:25:00 AM,Transfer,218229,Mobile App,ATM Terminal,Port Harcourt,No,Successful,Yes
FT-T009898,FT-C00024,3/16/2026,5:36:00 AM,Card Purchase,20542,Web,ATM Terminal,Lagos,No,Successful,Yes
FT-T009899,FT-C01225,3/16/2026,5:47:00 AM,Cash Withdrawal,50223,Mobile App,Android,Ibadan,No,Successful,No
FT-T009900,FT-C00731,3/16/2026,5:58:00 AM,Card Purchase,15961,Web,Android,Abuja,No,Successful,No
FT-T009901,FT-C00007,3/16/2026,6:08:00 AM,Bill Payment,31038,Mobile App,Web Browser,Kano,No,Successful,No
FT-T009902,FT-C01030,3/16/2026,6:19:00 AM,Card Purchase,2837,Mobile App,Android,Lagos,No,Successful,Yes
FT-T009903,FT-C01185,3/16/2026,6:30:00 AM,Airtime/Data,2989,Mobile App,iOS,Enugu,No,Successful,No
FT-T009904,FT-C00878,3/16/2026,6:41:00 AM,Transfer,47892,Mobile App,Android,Abuja,No,Successful,Yes
FT-T009905,FT-C01272,3/16/2026,6:52:00 AM,Transfer,12101,POS,ATM Terminal,Benin City,No,Successful,Yes
FT-T009906,FT-C00166,3/16/2026,7:02:00 AM,Airtime/Data,12173,USSD,Web Browser,Kaduna,No,Successful,No
FT-T009907,FT-C00428,3/16/2026,7:13:00 AM,Cash Withdrawal,172301,Mobile App,iOS,Kano,No,Successful,No
FT-T009908,FT-C00145,3/16/2026,7:24:00 AM,Bill Payment,16842,Mobile App,Android,Kaduna,No,Successful,No
FT-T009909,FT-C00933,3/16/2026,7:35:00 AM,Transfer,831,Mobile App,Web Browser,Abuja,No,Successful,Yes
FT-T009910,FT-C00509,3/16/2026,7:46:00 AM,Airtime/Data,4436,Mobile App,Android,Lagos,Yes,Successful,No
FT-T009911,FT-C00907,3/16/2026,7:56:00 AM,Bill Payment,20008,Mobile App,iOS,Abuja,No,Successful,No
FT-T009912,FT-C01244,3/16/2026,8:07:00 AM,Bill Payment,2243,ATM,Web Browser,Kaduna,No,Successful,No
FT-T009913,FT-C00645,3/16/2026,8:18:00 AM,Airtime/Data,739,Mobile App,Android,Ibadan,No,Successful,Yes
FT-T009914,FT-C00076,3/16/2026,8:29:00 AM,Cash Withdrawal,26773,Mobile App,Android,Port Harcourt,No,Successful,No
FT-T009915,FT-C00824,3/16/2026,8:40:00 AM,Card Purchase,27643,POS,iOS,Kaduna,No,Successful,No
FT-T009916,FT-C01343,3/16/2026,8:50:00 AM,Card Purchase,79083,Web,Android,Kano,No,Successful,No
FT-T009917,FT-C01062,3/16/2026,9:01:00 AM,Bill Payment,28416,Web,Android,Kano,No,Successful,No
FT-T009918,FT-C00566,3/16/2026,9:12:00 AM,Bill Payment,1017,Mobile App,Android,Ibadan,No,Successful,No
FT-T009919,FT-C01270,3/16/2026,9:23:00 AM,Cash Withdrawal,6834,ATM,Web Browser,Abuja,No,Successful,No
FT-T009920,FT-C01164,3/16/2026,9:34:00 AM,Transfer,1376,POS,POS Terminal,Kano,No,Successful,No
FT-T009921,FT-C01282,3/16/2026,9:44:00 AM,Deposit,142420,Web,POS Terminal,Port Harcourt,No,Successful,No
FT-T009922,FT-C00617,3/16/2026,9:55:00 AM,Cash Withdrawal,4354,ATM,POS Terminal,Lagos,No,Successful,No
FT-T009923,FT-C00381,3/16/2026,10:06:00 AM,Transfer,1158,Mobile App,Web Browser,Enugu,No,Successful,No
FT-T009924,FT-C00848,3/16/2026,10:17:00 AM,Card Purchase,555,Mobile App,POS Terminal,Kano,No,Successful,No
FT-T009925,FT-C01209,3/16/2026,10:28:00 AM,Airtime/Data,204,Mobile App,Android,Ibadan,No,Successful,No
FT-T009926,FT-C00303,3/16/2026,10:38:00 AM,Card Purchase,1458,POS,iOS,Kaduna,No,Successful,No
FT-T009927,FT-C00756,3/16/2026,10:49:00 AM,Transfer,102385,ATM,Web Browser,Benin City,No,Successful,No
FT-T009928,FT-C00164,3/16/2026,11:00:00 AM,Transfer,2519,Web,POS Terminal,Ibadan,No,Failed,No
FT-T009929,FT-C01227,3/16/2026,11:11:00 AM,Transfer,3390,ATM,Android,Port Harcourt,No,Successful,No
FT-T009930,FT-C01432,3/16/2026,11:22:00 AM,Transfer,199872,Web,iOS,Ibadan,No,Successful,No
FT-T009931,FT-C01234,3/16/2026,11:32:00 AM,Deposit,18131,POS,iOS,Abuja,No,Failed,No
FT-T009932,FT-C00101,3/16/2026,11:43:00 AM,Transfer,15928,Mobile App,iOS,Kano,No,Successful,No
FT-T009933,FT-C01470,3/16/2026,11:54:00 AM,Deposit,1018,POS,iOS,Kano,Yes,Successful,No
FT-T009934,FT-C00898,3/16/2026,12:05:00 PM,Transfer,874,ATM,ATM Terminal,Kano,No,Successful,No
FT-T009935,FT-C00783,3/16/2026,12:16:00 PM,Airtime/Data,9974,Mobile App,ATM Terminal,Abuja,No,Failed,No
FT-T009936,FT-C00368,3/16/2026,12:26:00 PM,Transfer,4832,Mobile App,Android,Kaduna,No,Successful,No
FT-T009937,FT-C01263,3/16/2026,12:37:00 PM,Cash Withdrawal,2283,Web,Android,Abuja,No,Reversed,No
FT-T009938,FT-C00727,3/16/2026,12:48:00 PM,Transfer,9242,Mobile App,ATM Terminal,Kaduna,No,Reversed,No
FT-T009939,FT-C01315,3/16/2026,12:59:00 PM,Card Purchase,400,Web,POS Terminal,Kano,No,Failed,No
FT-T009940,FT-C00372,3/16/2026,1:10:00 PM,Transfer,62322,Mobile App,Android,Kano,No,Reversed,No
FT-T009941,FT-C00862,3/16/2026,1:20:00 PM,Cash Withdrawal,1557,Web,iOS,Ibadan,No,Successful,No
FT-T009942,FT-C01455,3/16/2026,1:31:00 PM,Card Purchase,426,Web,ATM Terminal,Enugu,No,Successful,No
FT-T009943,FT-C00280,3/16/2026,1:42:00 PM,Deposit,15635,Web,POS Terminal,Lagos,No,Successful,No
FT-T009944,FT-C01491,3/16/2026,1:53:00 PM,Transfer,27123,POS,iOS,Enugu,No,Successful,No
FT-T009945,FT-C00316,3/16/2026,2:04:00 PM,Transfer,90304,POS,Web Browser,Abuja,No,Successful,No
FT-T009946,FT-C01101,3/16/2026,2:14:00 PM,Transfer,810,POS,POS Terminal,Ibadan,No,Successful,Yes
FT-T009947,FT-C00816,3/16/2026,2:25:00 PM,Cash Withdrawal,6352,Web,Android,Kano,No,Successful,No
FT-T009948,FT-C00151,3/16/2026,2:36:00 PM,Transfer,3107,ATM,POS Terminal,Benin City,No,Successful,No
FT-T009949,FT-C01420,3/16/2026,2:47:00 PM,Transfer,78743,Web,Android,Kano,No,Successful,No
FT-T009950,FT-C01009,3/16/2026,2:58:00 PM,Bill Payment,3540,ATM,Web Browser,Enugu,No,Successful,No
FT-T009951,FT-C01321,3/16/2026,3:08:00 PM,Transfer,35793,Mobile App,POS Terminal,Enugu,No,Successful,No
FT-T009952,FT-C00669,3/16/2026,3:19:00 PM,Bill Payment,6684,Web,iOS,Kano,No,Successful,No
FT-T009953,FT-C00407,3/16/2026,3:30:00 PM,Transfer,24092,ATM,Android,Kaduna,No,Successful,No
FT-T009954,FT-C00287,3/16/2026,3:41:00 PM,Cash Withdrawal,7529,POS,Android,Enugu,No,Successful,Yes
FT-T009955,FT-C00917,3/16/2026,3:52:00 PM,Airtime/Data,442,Mobile App,Android,Lagos,No,Successful,No
FT-T009956,FT-C01480,3/16/2026,4:02:00 PM,Transfer,751,Mobile App,Web Browser,Abuja,No,Successful,No
FT-T009957,FT-C00492,3/16/2026,4:13:00 PM,Transfer,1627,Mobile App,POS Terminal,Benin City,No,Successful,No
FT-T009958,FT-C01033,3/16/2026,4:24:00 PM,Deposit,3098,POS,ATM Terminal,Enugu,No,Successful,No
FT-T009959,FT-C01156,3/16/2026,4:35:00 PM,Cash Withdrawal,174459,Mobile App,ATM Terminal,Benin City,No,Successful,Yes
FT-T009960,FT-C01101,3/16/2026,4:46:00 PM,Card Purchase,120589,USSD,Android,Enugu,No,Successful,No
FT-T009961,FT-C00738,3/16/2026,4:56:00 PM,Cash Withdrawal,4106,USSD,Web Browser,Kaduna,No,Successful,No
FT-T009962,FT-C00131,3/16/2026,5:07:00 PM,Transfer,1026,POS,ATM Terminal,Kano,No,Successful,No
FT-T009963,FT-C00997,3/16/2026,5:18:00 PM,Deposit,6332,POS,Android,Ibadan,No,Successful,No
FT-T009964,FT-C01436,3/16/2026,5:29:00 PM,Bill Payment,34011,USSD,POS Terminal,Port Harcourt,No,Successful,No
FT-T009965,FT-C01114,3/16/2026,5:40:00 PM,Cash Withdrawal,122474,Mobile App,Android,Port Harcourt,No,Successful,No
FT-T009966,FT-C00498,3/16/2026,5:50:00 PM,Airtime/Data,2251,Mobile App,Android,Lagos,No,Successful,No
FT-T009967,FT-C00622,3/16/2026,6:01:00 PM,Cash Withdrawal,19732,POS,Android,Benin City,No,Successful,No
FT-T009968,FT-C00889,3/16/2026,6:12:00 PM,Card Purchase,5642,Mobile App,POS Terminal,Abuja,No,Successful,Yes
FT-T009969,FT-C00354,3/16/2026,6:23:00 PM,Airtime/Data,311,Mobile App,Web Browser,Abuja,No,Successful,Yes
FT-T009970,FT-C00271,3/16/2026,6:34:00 PM,Transfer,701,Mobile App,iOS,Enugu,No,Successful,Yes
FT-T009971,FT-C01416,3/16/2026,6:44:00 PM,Transfer,34255,Web,POS Terminal,Lagos,No,Successful,Yes
FT-T009972,FT-C00432,3/16/2026,6:55:00 PM,Transfer,114449,Web,Android,Benin City,No,Successful,No
FT-T009973,FT-C00739,3/16/2026,7:06:00 PM,Airtime/Data,10531,Mobile App,Android,Port Harcourt,No,Failed,No
FT-T009974,FT-C00472,3/16/2026,7:17:00 PM,Cash Withdrawal,144163,Web,iOS,Port Harcourt,No,Successful,No
FT-T009975,FT-C01332,3/16/2026,7:28:00 PM,Card Purchase,54646,ATM,Android,Enugu,No,Successful,No
FT-T009976,FT-C00508,3/16/2026,7:38:00 PM,Transfer,3536,USSD,POS Terminal,Kano,No,Successful,No
FT-T009977,FT-C00055,3/16/2026,7:49:00 PM,Transfer,1107,Mobile App,iOS,Ibadan,No,Pending,No
FT-T009978,FT-C00037,3/16/2026,8:00:00 PM,Transfer,9364,Mobile App,Android,Kano,No,Successful,Yes
FT-T009979,FT-C00900,3/16/2026,8:11:00 PM,Airtime/Data,871,Mobile App,Android,Enugu,No,Successful,Yes
FT-T009980,FT-C00055,3/16/2026,8:22:00 PM,Bill Payment,23739,USSD,Android,Kaduna,No,Successful,No
FT-T009981,FT-C00524,3/16/2026,8:32:00 PM,Airtime/Data,153,Mobile App,Web Browser,Benin City,No,Successful,No
FT-T009982,FT-C00915,3/16/2026,8:43:00 PM,Card Purchase,125010,Mobile App,Android,Enugu,No,Successful,No
FT-T009983,FT-C00463,3/16/2026,8:54:00 PM,Cash Withdrawal,197348,Mobile App,Android,Abuja,No,Successful,Yes
FT-T009984,FT-C00697,3/16/2026,9:05:00 PM,Card Purchase,528,Web,iOS,Enugu,No,Successful,No
FT-T009985,FT-C00716,3/16/2026,9:16:00 PM,Deposit,17166,Mobile App,Android,Kano,No,Successful,No
FT-T009986,FT-C01235,3/16/2026,9:26:00 PM,Airtime/Data,26716,POS,Web Browser,Abuja,No,Successful,Yes
FT-T009987,FT-C01250,3/16/2026,9:37:00 PM,Airtime/Data,320,ATM,Unspecified,Kano,No,Successful,No
FT-T009988,FT-C01031,3/16/2026,9:48:00 PM,Cash Withdrawal,45697,Web,iOS,Ibadan,No,Failed,No
FT-T009989,FT-C00732,3/16/2026,9:59:00 PM,Transfer,63106,Mobile App,Android,Kano,No,Successful,No
FT-T009990,FT-C00989,3/16/2026,10:10:00 PM,Cash Withdrawal,3632,Web,Android,Kano,No,Successful,No
FT-T009991,FT-C00212,3/16/2026,10:20:00 PM,Transfer,521,ATM,Android,Kano,No,Successful,No
FT-T009992,FT-C01213,3/16/2026,10:31:00 PM,Transfer,45917,Mobile App,iOS,Abuja,No,Successful,No
FT-T009993,FT-C01099,3/16/2026,10:42:00 PM,Transfer,33304,POS,Android,Kano,No,Successful,No
FT-T009994,FT-C00754,3/16/2026,10:53:00 PM,Card Purchase,19147,Mobile App,iOS,Benin City,No,Reversed,No
FT-T009995,FT-C01138,3/16/2026,11:04:00 PM,Cash Withdrawal,2372,POS,iOS,Enugu,No,Failed,No
FT-T009996,FT-C01175,3/16/2026,11:14:00 PM,Card Purchase,14269,Mobile App,iOS,Port Harcourt,No,Successful,No
FT-T009997,FT-C00436,3/16/2026,11:25:00 PM,Card Purchase,9593,ATM,Android,Unspecified,No,Successful,No
FT-T009998,FT-C00084,3/16/2026,11:36:00 PM,Transfer,10862,Mobile App,POS Terminal,Port Harcourt,No,Successful,No
FT-T009999,FT-C01236,3/16/2026,11:47:00 PM,Cash Withdrawal,72948,Mobile App,ATM Terminal,Enugu,No,Successful,No
FT-T010000,FT-C00779,3/16/2026,11:58:00 PM,Cash Withdrawal,8533,POS,POS Terminal,Ibadan,No,Successful,No
FT-T010001,FT-C00834,3/17/2026,12:08:00 AM,Transfer,5528,Web,Android,Enugu,No,Successful,Yes
FT-T010002,FT-C00461,3/17/2026,12:19:00 AM,Bill Payment,8787,Web,Android,Kaduna,No,Successful,Yes
FT-T010003,FT-C00177,3/17/2026,12:30:00 AM,Cash Withdrawal,183703,POS,iOS,Lagos,No,Successful,No
FT-T010004,FT-C00312,3/17/2026,12:41:00 AM,Card Purchase,2713,Web,iOS,Enugu,No,Successful,No
FT-T010005,FT-C01183,3/17/2026,12:52:00 AM,Cash Withdrawal,11692,ATM,Web Browser,Kano,No,Successful,Yes
FT-T010006,FT-C00186,3/17/2026,1:02:00 AM,Card Purchase,1648,Mobile App,Web Browser,Kano,No,Failed,No
FT-T010007,FT-C01495,3/17/2026,1:13:00 AM,Transfer,50899,Mobile App,iOS,Abuja,Yes,Successful,No
FT-T010008,FT-C01333,3/17/2026,1:24:00 AM,Bill Payment,3441,Mobile App,POS Terminal,Lagos,No,Successful,No
FT-T010009,FT-C00246,3/17/2026,1:35:00 AM,Card Purchase,25208,POS,Android,Kaduna,No,Successful,No
FT-T010010,FT-C01017,3/17/2026,1:46:00 AM,Transfer,1347,Web,POS Terminal,Benin City,No,Successful,No
FT-T010011,FT-C00384,3/17/2026,1:56:00 AM,Bill Payment,2023,Mobile App,Web Browser,Lagos,No,Successful,No
FT-T010012,FT-C01066,3/17/2026,2:07:00 AM,Bill Payment,1492,Web,iOS,Enugu,No,Successful,Yes
FT-T010013,FT-C00285,3/17/2026,2:18:00 AM,Transfer,98993,Mobile App,Web Browser,Kano,No,Successful,No
FT-T010014,FT-C00980,3/17/2026,2:29:00 AM,Deposit,1798,USSD,Web Browser,Kano,No,Successful,Yes
FT-T010015,FT-C00988,3/17/2026,2:40:00 AM,Card Purchase,1503,Web,Android,Kano,No,Successful,No
FT-T010016,FT-C00300,3/17/2026,2:51:00 AM,Transfer,15773,USSD,iOS,Lagos,No,Successful,No
FT-T010017,FT-C00901,3/17/2026,3:01:00 AM,Cash Withdrawal,1624,Mobile App,iOS,Port Harcourt,No,Successful,No
FT-T010018,FT-C01460,3/17/2026,3:12:00 AM,Cash Withdrawal,1063,Mobile App,iOS,Benin City,No,Successful,No
FT-T010019,FT-C01393,3/17/2026,3:23:00 AM,Transfer,55052,Web,Android,Kaduna,No,Failed,Yes
FT-T010020,FT-C00874,3/17/2026,3:34:00 AM,Deposit,55679,POS,Android,Kaduna,No,Successful,No
FT-T010021,FT-C00486,3/17/2026,3:45:00 AM,Deposit,1057,Web,iOS,Abuja,No,Successful,Yes
FT-T010022,FT-C00436,3/17/2026,3:55:00 AM,Deposit,1374,POS,Web Browser,Port Harcourt,No,Successful,No
FT-T010023,FT-C00806,3/17/2026,4:06:00 AM,Card Purchase,1221,Mobile App,iOS,Benin City,No,Successful,No
FT-T010024,FT-C01452,3/17/2026,4:17:00 AM,Deposit,378589,ATM,iOS,Enugu,No,Reversed,Yes
FT-T010025,FT-C00181,3/17/2026,4:28:00 AM,Deposit,71957,ATM,iOS,Benin City,Yes,Successful,No
FT-T010026,FT-C00883,3/17/2026,4:39:00 AM,Airtime/Data,14882,Web,ATM Terminal,Kano,No,Successful,Yes
FT-T010027,FT-C00877,3/17/2026,4:49:00 AM,Airtime/Data,11215,Mobile App,iOS,Kaduna,No,Successful,No
FT-T010028,FT-C00694,3/17/2026,5:00:00 AM,Card Purchase,161478,ATM,POS Terminal,Lagos,No,Successful,Yes
FT-T010029,FT-C00340,3/17/2026,5:11:00 AM,Transfer,320601,Web,Android,Port Harcourt,No,Successful,Yes
FT-T010030,FT-C00491,3/17/2026,5:22:00 AM,Transfer,790,Mobile App,POS Terminal,Lagos,No,Successful,No
FT-T010031,FT-C00495,3/17/2026,5:33:00 AM,Card Purchase,347,Mobile App,POS Terminal,Kano,No,Successful,No
FT-T010032,FT-C00730,3/17/2026,5:43:00 AM,Deposit,25954,Mobile App,iOS,Enugu,No,Successful,No
FT-T010033,FT-C01187,3/17/2026,5:54:00 AM,Bill Payment,2110,Web,POS Terminal,Port Harcourt,No,Successful,No
FT-T010034,FT-C00456,3/17/2026,6:05:00 AM,Bill Payment,7244,Web,ATM Terminal,Enugu,No,Successful,No
FT-T010035,FT-C01116,3/17/2026,6:16:00 AM,Card Purchase,536,Mobile App,Android,Lagos,Yes,Successful,No
FT-T010036,FT-C00105,3/17/2026,6:27:00 AM,Transfer,242086,Mobile App,Web Browser,Kaduna,No,Successful,No
FT-T010037,FT-C00719,3/17/2026,6:37:00 AM,Transfer,96794,Mobile App,POS Terminal,Ibadan,No,Failed,Yes
FT-T010038,FT-C00439,3/17/2026,6:48:00 AM,Cash Withdrawal,21083,Mobile App,Android,Enugu,No,Successful,No
FT-T010039,FT-C01352,3/17/2026,6:59:00 AM,Deposit,21046,Web,POS Terminal,Port Harcourt,No,Successful,No
FT-T010040,FT-C00651,3/17/2026,7:10:00 AM,Deposit,21523,POS,Android,Abuja,No,Successful,No
FT-T010041,FT-C00509,3/17/2026,7:21:00 AM,Card Purchase,15480,POS,iOS,Lagos,No,Successful,No
FT-T010042,FT-C00251,3/17/2026,7:31:00 AM,Airtime/Data,2964,USSD,Android,Enugu,No,Successful,No
FT-T010043,FT-C00965,3/17/2026,7:42:00 AM,Transfer,13293,Mobile App,iOS,Benin City,No,Successful,Yes
FT-T010044,FT-C01215,3/17/2026,7:53:00 AM,Card Purchase,23131,Mobile App,Android,Kano,No,Successful,No
FT-T010045,FT-C00047,3/17/2026,8:04:00 AM,Transfer,90972,POS,iOS,Kano,No,Successful,No
FT-T010046,FT-C00879,3/17/2026,8:15:00 AM,Transfer,39665,ATM,iOS,Port Harcourt,No,Successful,Yes
FT-T010047,FT-C01275,3/17/2026,8:25:00 AM,Airtime/Data,1139,Mobile App,iOS,Benin City,No,Failed,No
FT-T010048,FT-C01018,3/17/2026,8:36:00 AM,Deposit,15094,ATM,POS Terminal,Kano,No,Successful,No
FT-T010049,FT-C00775,3/17/2026,8:47:00 AM,Transfer,977,Mobile App,ATM Terminal,Benin City,No,Successful,No
FT-T010050,FT-C00885,3/17/2026,8:58:00 AM,Transfer,8388,USSD,Android,Ibadan,No,Successful,No
FT-T010051,FT-C00064,3/17/2026,9:09:00 AM,Transfer,104807,POS,POS Terminal,Kaduna,No,Successful,No
FT-T010052,FT-C00320,3/17/2026,9:19:00 AM,Transfer,786,Mobile App,iOS,Abuja,No,Successful,No
FT-T010053,FT-C00860,3/17/2026,9:30:00 AM,Bill Payment,1267,Mobile App,iOS,Port Harcourt,No,Successful,Yes
FT-T010054,FT-C00780,3/17/2026,9:41:00 AM,Cash Withdrawal,104844,Mobile App,Android,Port Harcourt,No,Successful,No
FT-T010055,FT-C01316,3/17/2026,9:52:00 AM,Card Purchase,11349,Mobile App,Android,Kaduna,No,Failed,No
FT-T010056,FT-C00029,3/17/2026,10:03:00 AM,Transfer,48068,Mobile App,Android,Kano,No,Successful,No
FT-T010057,FT-C00437,3/17/2026,10:13:00 AM,Transfer,4456,USSD,ATM Terminal,Benin City,Yes,Successful,Yes
FT-T010058,FT-C00763,3/17/2026,10:24:00 AM,Card Purchase,6840,POS,iOS,Lagos,No,Successful,No
FT-T010059,FT-C00736,3/17/2026,10:35:00 AM,Bill Payment,28274,ATM,Android,Kano,No,Successful,No
FT-T010060,FT-C01071,3/17/2026,10:46:00 AM,Airtime/Data,23143,POS,iOS,Lagos,No,Successful,No
FT-T010061,FT-C01441,3/17/2026,10:57:00 AM,Transfer,377583,Mobile App,Android,Kano,No,Successful,No
FT-T010062,FT-C00451,3/17/2026,11:07:00 AM,Card Purchase,69406,ATM,Web Browser,Enugu,No,Successful,No
FT-T010063,FT-C00633,3/17/2026,11:18:00 AM,Transfer,791,ATM,Android,Lagos,No,Successful,No
FT-T010064,FT-C01098,3/17/2026,11:29:00 AM,Transfer,5168,POS,POS Terminal,Benin City,No,Successful,No
FT-T010065,FT-C01077,3/17/2026,11:40:00 AM,Transfer,81540,Mobile App,ATM Terminal,Enugu,No,Successful,No
FT-T010066,FT-C00233,3/17/2026,11:51:00 AM,Airtime/Data,1343,POS,Android,Enugu,No,Successful,Yes
FT-T010067,FT-C00200,3/17/2026,12:01:00 PM,Deposit,17439,POS,Android,Lagos,No,Successful,No
FT-T010068,FT-C00674,3/17/2026,12:12:00 PM,Transfer,111062,Web,Web Browser,Ibadan,No,Successful,No
FT-T010069,FT-C00549,3/17/2026,12:23:00 PM,Card Purchase,62013,Mobile App,Android,Enugu,No,Successful,No
FT-T010070,FT-C00937,3/17/2026,12:34:00 PM,Card Purchase,47399,USSD,Android,Benin City,Yes,Successful,No
